출발역,도착역,소요시간_분,거리_m,환승횟수
북한산보국문역,독립문역,30,12100,2
북한산보국문역,무악재역,32,13200,2
북한산보국문역,금호역,26,9900,2
북한산보국문역,옥수역,28,11000,2
북한산보국문역,잠원역,34,14300,2
북한산보국문역,한성대입구역,10,3300,1
북한산보국문역,성신여대입구역,4,2200,0
북한산보국문역,수유역,16,6600,1
북한산보국문역,이촌역,32,15400,1
북한산보국문역,동작역,34,16500,1
북한산보국문역,마장역,30,12100,2
북한산보국문역,애오개역,32,13200,2
북한산보국문역,신금호역,24,8800,2
북한산보국문역,아차산역,38,16500,2
북한산보국문역,영등포시장역,42,18700,2
북한산보국문역,방이역,50,23100,2
북한산보국문역,보문역,6,3300,0
북한산보국문역,창신역,12,4400,1
북한산보국문역,효창공원앞역,32,15400,1
북한산보국문역,광흥창역,38,18700,1
북한산보국문역,월드컵경기장역,48,24200,1
북한산보국문역,고려대역,14,5500,1
북한산보국문역,공릉역,30,12100,2
북한산보국문역,어린이대공원역,32,11000,3
북한산보국문역,용마산역,40,17600,2
북한산보국문역,자양역,32,11000,3
북한산보국문역,하계역,30,12100,2
북한산보국문역,남성역,42,18700,2
북한산보국문역,암사역,46,18700,3
북한산보국문역,몽촌토성역,40,15400,3
북한산보국문역,강동구청역,42,16500,3
북한산보국문역,송파역,42,16500,3
북한산보국문역,석촌역,40,15400,3
북한산보국문역,노들역,38,16500,2
북한산보국문역,선유도역,45,20900,2
북한산보국문역,한성백제역,52,20900,3
북한산보국문역,양천향교역,55,27500,2
북한산보국문역,흑석역,40,17600,2
북한산보국문역,공항시장역,60,30800,2
북한산우이역,제기동역,30,14300,1
북한산우이역,동묘앞역,30,14300,1
북한산우이역,신설동역,24,13200,0
북한산우이역,외대앞역,36,17600,1
북한산우이역,남영역,44,22000,1
북한산우이역,문래역,62,29700,2
북한산우이역,아현역,48,22000,2
북한산우이역,한양대역,42,18700,2
북한산우이역,잠실나루역,48,22000,2
북한산우이역,양천구청역,64,30800,2
북한산우이역,신정네거리역,66,31900,2
북한산우이역,독립문역,46,20900,2
북한산우이역,무악재역,48,22000,2
북한산우이역,금호역,42,18700,2
북한산우이역,옥수역,44,19800,2
북한산우이역,잠원역,50,23100,2
북한산우이역,한성대입구역,26,12100,1
북한산우이역,성신여대입구역,20,11000,0
북한산우이역,수유역,32,15400,1
북한산우이역,이촌역,48,24200,1
북한산우이역,동작역,50,25300,1
북한산우이역,마장역,46,20900,2
북한산우이역,애오개역,48,22000,2
북한산우이역,신금호역,40,17600,2
북한산우이역,아차산역,54,25300,2
북한산우이역,영등포시장역,58,27500,2
북한산우이역,방이역,66,31900,2
북한산우이역,보문역,22,12100,0
북한산우이역,창신역,28,13200,1
북한산우이역,효창공원앞역,48,24200,1
북한산우이역,광흥창역,54,27500,1
북한산우이역,월드컵경기장역,64,33000,1
북한산우이역,고려대역,30,14300,1
북한산우이역,공릉역,46,20900,2
북한산우이역,어린이대공원역,48,19800,3
북한산우이역,용마산역,56,26400,2
북한산우이역,자양역,48,19800,3
북한산우이역,하계역,46,20900,2
북한산우이역,남성역,58,27500,2
북한산우이역,암사역,62,27500,3
북한산우이역,몽촌토성역,56,24200,3
북한산우이역,강동구청역,58,25300,3
북한산우이역,송파역,58,25300,3
북한산우이역,석촌역,56,24200,3
북한산우이역,노들역,54,25300,2
북한산우이역,선유도역,61,29700,2
북한산우이역,한성백제역,68,29700,3
북한산우이역,양천향교역,71,36300,2
북한산우이역,흑석역,56,26400,2
북한산우이역,공항시장역,76,39600,2
불광역,제기동역,28,13200,1
불광역,동묘앞역,24,11000,1
불광역,신설동역,26,12100,1
불광역,외대앞역,34,16500,1
불광역,남영역,26,12100,1
불광역,문래역,28,13200,1
불광역,아현역,28,13200,1
불광역,한양대역,32,15400,1
불광역,잠실나루역,44,22000,1
불광역,양천구청역,38,16500,2
불광역,신정네거리역,40,17600,2
불광역,독립문역,8,4400,0
불광역,무악재역,6,3300,0
불광역,금호역,24,13200,0
불광역,옥수역,26,14300,0
불광역,잠원역,32,17600,0
불광역,한성대입구역,30,14300,1
불광역,성신여대입구역,32,15400,1
불광역,수유역,40,19800,1
불광역,이촌역,36,13200,1
불광역,동작역,38,18700,1
불광역,마장역,32,15400,1
불광역,애오개역,26,12100,1
불광역,신금호역,26,12100,1
불광역,아차산역,40,19800,1
불광역,영등포시장역,38,18700,1
불광역,방이역,52,26400,1
불광역,보문역,36,17600,1
불광역,창신역,34,16500,1
불광역,효창공원앞역,28,15400,0
불광역,광흥창역,22,12100,0
불광역,월드컵경기장역,12,6600,0
불광역,고려대역,40,19800,1
불광역,공릉역,56,26400,2
불광역,어린이대공원역,44,19800,2
불광역,용마산역,46,20900,2
불광역,자양역,50,25300,1
불광역,하계역,54,25300,2
불광역,남성역,44,22000,1
불광역,암사역,50,23100,2
불광역,몽촌토성역,52,24200,2
불광역,강동구청역,50,23100,2
불광역,송파역,62,31900,1
불광역,석촌역,55,29700,1
불광역,노들역,36,15400,2
불광역,선유도역,30,12100,2
불광역,한성백제역,59,31900,1
불광역,양천향교역,28,7700,2
불광역,흑석역,45,23100,1
불광역,공항시장역,30,8800,2
불암산역,제기동역,28,13200,1
불암산역,동묘앞역,30,14300,1
불암산역,신설동역,26,12100,1
불암산역,외대앞역,22,9900,1
불암산역,남영역,40,19800,1
불암산역,문래역,56,28600,1
불암산역,아현역,42,20900,1
불암산역,한양대역,38,18700,1
불암산역,잠실나루역,50,25300,1
불암산역,양천구청역,60,28600,2
불암산역,신정네거리역,62,29700,2
불암산역,독립문역,42,20900,1
불암산역,무악재역,44,22000,1
불암산역,금호역,38,18700,1
불암산역,옥수역,40,19800,1
불암산역,잠원역,46,23100,1
불암산역,한성대입구역,20,11000,0
불암산역,성신여대입구역,18,9900,0
불암산역,수유역,10,5500,0
불암산역,이촌역,42,23100,0
불암산역,동작역,44,24200,0
불암산역,마장역,40,19800,1
불암산역,애오개역,42,20900,1
불암산역,신금호역,34,16500,1
불암산역,아차산역,38,16500,2
불암산역,영등포시장역,54,27500,1
불암산역,방이역,50,23100,2
불암산역,보문역,24,11000,1
불암산역,창신역,30,12100,2
불암산역,효창공원앞역,44,22000,1
불암산역,광흥창역,50,25300,1
불암산역,월드컵경기장역,60,30800,1
불암산역,고려대역,30,12100,2
불암산역,공릉역,14,5500,1
불암산역,어린이대공원역,34,16500,1
불암산역,용마산역,28,13200,1
불암산역,자양역,38,18700,1
불암산역,하계역,12,4400,1
불암산역,남성역,52,26400,1
불암산역,암사역,48,19800,3
불암산역,몽촌토성역,58,27500,2
불암산역,강동구청역,48,19800,3
불암산역,송파역,60,28600,2
불암산역,석촌역,58,27500,2
불암산역,노들역,52,26400,1
불암산역,선유도역,62,33000,1
불암산역,한성백제역,54,23100,3
불암산역,양천향교역,72,39600,1
불암산역,흑석역,50,25300,1
불암산역,공항시장역,78,42900,1
사가정역,제기동역,24,6600,2
사가정역,동묘앞역,32,15400,1
사가정역,신설동역,26,7700,2
사가정역,외대앞역,22,5500,2
사가정역,남영역,42,16500,2
사가정역,문래역,52,26400,1
사가정역,아현역,40,19800,1
사가정역,한양대역,20,8800,1
사가정역,잠실나루역,20,8800,1
사가정역,양천구청역,58,27500,2
사가정역,신정네거리역,60,28600,2
사가정역,독립문역,40,17600,2
사가정역,무악재역,42,18700,2
사가정역,금호역,38,18700,1
사가정역,옥수역,28,8800,1
사가정역,잠원역,30,14300,1
사가정역,한성대입구역,38,18700,1
사가정역,성신여대입구역,36,17600,1
사가정역,수유역,28,13200,1
사가정역,이촌역,36,12100,1
사가정역,동작역,33,16500,1
사가정역,마장역,16,6600,1
사가정역,애오개역,38,18700,1
사가정역,신금호역,22,9900,1
사가정역,아차산역,12,4400,1
사가정역,영등포시장역,50,25300,1
사가정역,방이역,24,11000,1
사가정역,보문역,28,13200,1
사가정역,창신역,30,14300,1
사가정역,효창공원앞역,42,14300,1
사가정역,광흥창역,56,28600,1
사가정역,월드컵경기장역,66,34100,1
사가정역,고려대역,24,11000,1
사가정역,공릉역,12,6600,0
사가정역,어린이대공원역,8,4400,0
사가정역,용마산역,2,1100,0
사가정역,자양역,12,6600,0
사가정역,하계역,14,7700,0
사가정역,남성역,30,16500,0
사가정역,암사역,22,7700,2
사가정역,몽촌토성역,24,8800,2
사가정역,강동구청역,22,7700,2
사가정역,송파역,30,12100,2
사가정역,석촌역,28,11000,2
사가정역,노들역,37,18700,1
사가정역,선유도역,47,25300,1
사가정역,한성백제역,28,11000,2
사가정역,양천향교역,57,31900,1
사가정역,흑석역,35,17600,1
사가정역,공항시장역,63,35200,1
사당역,제기동역,34,16500,1
사당역,동묘앞역,30,14300,1
사당역,신설동역,32,15400,1
사당역,외대앞역,40,19800,1
사당역,남영역,20,8800,1
사당역,문래역,18,9900,0
사당역,아현역,32,17600,0
사당역,한양대역,34,18700,0
사당역,잠실나루역,22,12100,0
사당역,양천구청역,24,11000,1
사당역,신정네거리역,26,12100,1
사당역,독립문역,34,16500,1
사당역,무악재역,36,17600,1
사당역,금호역,22,9900,1
사당역,옥수역,20,6600,1
사당역,잠원역,14,5500,1
사당역,한성대입구역,28,15400,0
사당역,성신여대입구역,30,16500,0
사당역,수유역,38,20900,0
사당역,이촌역,6,3300,0
사당역,동작역,4,2200,0
사당역,마장역,36,17600,1
사당역,애오개역,24,8800,2
사당역,신금호역,30,14300,1
사당역,아차산역,34,14300,2
사당역,영등포시장역,26,12100,1
사당역,방이역,36,16500,2
사당역,보문역,34,16500,1
사당역,창신역,32,15400,1
사당역,효창공원앞역,18,5500,1
사당역,광흥창역,22,9900,1
사당역,월드컵경기장역,32,15400,1
사당역,고려대역,38,18700,1
사당역,공릉역,46,23100,1
사당역,어린이대공원역,26,12100,1
사당역,용마산역,32,15400,1
사당역,자양역,22,9900,1
사당역,하계역,48,24200,1
사당역,남성역,8,2200,1
사당역,암사역,32,15400,1
사당역,몽촌토성역,26,12100,1
사당역,강동구청역,28,13200,1
사당역,송파역,28,13200,1
사당역,석촌역,25,12100,1
사당역,노들역,12,4400,1
사당역,선유도역,22,11000,1
사당역,한성백제역,29,14300,1
사당역,양천향교역,32,17600,1
사당역,흑석역,10,3300,1
사당역,공항시장역,38,20900,1
사평역,제기동역,29,9900,2
사평역,동묘앞역,34,17600,1
사평역,신설동역,36,18700,1
사평역,외대앞역,31,11000,2
사평역,남영역,20,9900,1
사평역,문래역,27,14300,1
사평역,아현역,33,17600,1
사평역,한양대역,32,16500,1
사평역,잠실나루역,20,9900,1
사평역,양천구청역,32,14300,2
사평역,신정네거리역,34,15400,2
사평역,독립문역,32,15400,1
사평역,무악재역,34,16500,1
사평역,금호역,16,6600,1
사평역,옥수역,14,5500,1
사평역,잠원역,8,2200,1
사평역,한성대입구역,35,17600,1
사평역,성신여대입구역,37,18700,1
사평역,수유역,45,23100,1
사평역,이촌역,13,5500,1
사평역,동작역,7,4400,0
사평역,마장역,27,8800,2
사평역,애오개역,28,14300,1
사평역,신금호역,29,9900,2
사평역,아차산역,35,18700,1
사평역,영등포시장역,24,12100,1
사평역,방이역,27,14300,1
사평역,보문역,32,13200,2
사평역,창신역,30,12100,2
사평역,효창공원앞역,25,7700,2
사평역,광흥창역,29,12100,2
사평역,월드컵경기장역,35,16500,2
사평역,고려대역,36,15400,2
사평역,공릉역,42,20900,1
사평역,어린이대공원역,22,9900,1
사평역,용마산역,28,13200,1
사평역,자양역,18,7700,1
사평역,하계역,44,22000,1
사평역,남성역,12,4400,1
사평역,암사역,30,15400,1
사평역,몽촌토성역,24,12100,1
사평역,강동구청역,26,13200,1
사평역,송파역,22,11000,1
사평역,석촌역,16,9900,0
사평역,노들역,11,6600,0
사평역,선유도역,21,13200,0
사평역,한성백제역,20,12100,0
사평역,양천향교역,31,19800,0
사평역,흑석역,9,5500,0
사평역,공항시장역,37,23100,0
삼각지역,제기동역,24,11000,1
삼각지역,동묘앞역,16,8800,0
삼각지역,신설동역,22,9900,1
삼각지역,외대앞역,30,14300,1
삼각지역,남영역,10,3300,1
삼각지역,문래역,22,9900,1
삼각지역,아현역,24,11000,1
삼각지역,한양대역,24,11000,1
삼각지역,잠실나루역,36,17600,1
삼각지역,양천구청역,30,12100,2
삼각지역,신정네거리역,32,13200,2
삼각지역,독립문역,24,11000,1
삼각지역,무악재역,26,12100,1
삼각지역,금호역,16,6600,1
삼각지역,옥수역,18,5500,1
삼각지역,잠원역,24,11000,1
삼각지역,한성대입구역,18,9900,0
삼각지역,성신여대입구역,20,11000,0
삼각지역,수유역,28,15400,0
삼각지역,이촌역,4,2200,0
삼각지역,동작역,6,3300,0
삼각지역,마장역,24,11000,1
삼각지역,애오개역,10,3300,1
삼각지역,신금호역,18,7700,1
삼각지역,아차산역,32,15400,1
삼각지역,영등포시장역,18,7700,1
삼각지역,방이역,44,22000,1
삼각지역,보문역,20,11000,0
삼각지역,창신역,18,9900,0
삼각지역,효창공원앞역,2,1100,0
삼각지역,광흥창역,8,4400,0
삼각지역,월드컵경기장역,18,9900,0
삼각지역,고려대역,24,13200,0
삼각지역,공릉역,40,19800,1
삼각지역,어린이대공원역,32,15400,1
삼각지역,용마산역,38,18700,1
삼각지역,자양역,28,13200,1
삼각지역,하계역,42,20900,1
삼각지역,남성역,14,5500,1
삼각지역,암사역,42,18700,2
삼각지역,몽촌토성역,40,17600,2
삼각지역,강동구청역,42,18700,2
삼각지역,송파역,38,18700,2
삼각지역,석촌역,32,17600,1
삼각지역,노들역,14,5500,1
삼각지역,선유도역,24,12100,1
삼각지역,한성백제역,36,19800,1
삼각지역,양천향교역,34,18700,1
삼각지역,흑석역,12,4400,1
삼각지역,공항시장역,40,22000,1
삼성역,제기동역,28,8800,2
삼성역,동묘앞역,32,15400,1
삼성역,신설동역,28,13200,1
삼성역,외대앞역,30,9900,2
삼성역,남영역,44,22000,1
삼성역,문래역,32,17600,0
삼성역,아현역,40,22000,0
삼성역,한양대역,20,11000,0
삼성역,잠실나루역,8,4400,0
삼성역,양천구청역,38,18700,1
삼성역,신정네거리역,40,19800,1
삼성역,독립문역,40,19800,1
삼성역,무악재역,42,20900,1
삼성역,금호역,24,11000,1
삼성역,옥수역,22,9900,1
삼성역,잠원역,16,6600,1
삼성역,한성대입구역,38,18700,1
삼성역,성신여대입구역,40,19800,1
삼성역,수유역,48,24200,1
삼성역,이촌역,24,11000,1
삼성역,동작역,22,9900,1
삼성역,마장역,28,13200,1
삼성역,애오개역,44,22000,1
삼성역,신금호역,30,14300,1
삼성역,아차산역,24,8800,2
삼성역,영등포시장역,40,19800,1
삼성역,방이역,22,8800,2
삼성역,보문역,36,17600,1
삼성역,창신역,34,16500,1
삼성역,효창공원앞역,36,13200,2
삼성역,광흥창역,46,23100,1
삼성역,월드컵경기장역,48,24200,1
삼성역,고려대역,40,19800,1
삼성역,공릉역,40,19800,1
삼성역,어린이대공원역,20,8800,1
삼성역,용마산역,26,12100,1
삼성역,자양역,20,8800,1
삼성역,하계역,42,20900,1
삼성역,남성역,24,8800,2
삼성역,암사역,18,7700,1
삼성역,몽촌토성역,12,4400,1
삼성역,강동구청역,14,5500,1
삼성역,송파역,14,5500,1
삼성역,석촌역,11,4400,1
삼성역,노들역,27,14300,1
삼성역,선유도역,37,20900,1
삼성역,한성백제역,15,6600,1
삼성역,양천향교역,47,27500,1
삼성역,흑석역,25,13200,1
삼성역,공항시장역,52,30800,1
삼성중앙역,제기동역,26,7700,2
삼성중앙역,동묘앞역,30,9900,2
삼성중앙역,신설동역,28,8800,2
삼성중앙역,외대앞역,28,8800,2
삼성중앙역,남영역,27,14300,1
삼성중앙역,문래역,34,18700,1
삼성중앙역,아현역,40,22000,1
삼성중앙역,한양대역,26,12100,1
삼성중앙역,잠실나루역,14,5500,1
삼성중앙역,양천구청역,39,18700,2
삼성중앙역,신정네거리역,41,19800,2
삼성중앙역,독립문역,39,19800,1
삼성중앙역,무악재역,41,20900,1
삼성중앙역,금호역,23,11000,1
삼성중앙역,옥수역,21,9900,1
삼성중앙역,잠원역,15,6600,1
삼성중앙역,한성대입구역,42,22000,1
삼성중앙역,성신여대입구역,44,23100,1
삼성중앙역,수유역,52,27500,1
삼성중앙역,이촌역,20,9900,1
삼성중앙역,동작역,14,8800,0
삼성중앙역,마장역,24,6600,2
삼성중앙역,애오개역,34,18700,1
삼성중앙역,신금호역,26,7700,2
삼성중앙역,아차산역,28,14300,1
삼성중앙역,영등포시장역,30,16500,1
삼성중앙역,방이역,20,9900,1
삼성중앙역,보문역,39,17600,2
삼성중앙역,창신역,37,16500,2
삼성중앙역,효창공원앞역,31,12100,2
삼성중앙역,광흥창역,36,16500,2
삼성중앙역,월드컵경기장역,42,20900,2
삼성중앙역,고려대역,43,19800,2
삼성중앙역,공릉역,42,17600,2
삼성중앙역,어린이대공원역,22,6600,2
삼성중앙역,용마산역,28,9900,2
삼성중앙역,자양역,18,4400,2
삼성중앙역,하계역,44,18700,2
삼성중앙역,남성역,19,8800,1
삼성중앙역,암사역,23,11000,1
삼성중앙역,몽촌토성역,17,7700,1
삼성중앙역,강동구청역,19,8800,1
삼성중앙역,송파역,15,6600,1
삼성중앙역,석촌역,9,5500,0
삼성중앙역,노들역,18,11000,0
삼성중앙역,선유도역,28,17600,0
삼성중앙역,한성백제역,13,7700,0
삼성중앙역,양천향교역,38,24200,0
삼성중앙역,흑석역,16,9900,0
삼성중앙역,공항시장역,43,27500,0
삼양사거리역,제기동역,18,7700,1
삼양사거리역,동묘앞역,18,7700,1
삼양사거리역,신설동역,12,6600,0
삼양사거리역,외대앞역,24,11000,1
삼양사거리역,남영역,32,15400,1
삼양사거리역,문래역,50,23100,2
삼양사거리역,아현역,36,15400,2
삼양사거리역,한양대역,30,12100,2
삼양사거리역,잠실나루역,36,15400,2
삼양사거리역,양천구청역,52,24200,2
삼양사거리역,신정네거리역,54,25300,2
삼양사거리역,독립문역,34,14300,2
삼양사거리역,무악재역,36,15400,2
삼양사거리역,금호역,30,12100,2
삼양사거리역,옥수역,32,13200,2
삼양사거리역,잠원역,38,16500,2
삼양사거리역,한성대입구역,14,5500,1
삼양사거리역,성신여대입구역,8,4400,0
삼양사거리역,수유역,20,8800,1
삼양사거리역,이촌역,36,17600,1
삼양사거리역,동작역,38,18700,1
삼양사거리역,마장역,34,14300,2
삼양사거리역,애오개역,36,15400,2
삼양사거리역,신금호역,28,11000,2
삼양사거리역,아차산역,42,18700,2
삼양사거리역,영등포시장역,46,20900,2
삼양사거리역,방이역,54,25300,2
삼양사거리역,보문역,10,5500,0
삼양사거리역,창신역,16,6600,1
삼양사거리역,효창공원앞역,36,17600,1
삼양사거리역,광흥창역,42,20900,1
삼양사거리역,월드컵경기장역,52,26400,1
삼양사거리역,고려대역,18,7700,1
삼양사거리역,공릉역,34,14300,2
삼양사거리역,어린이대공원역,36,13200,3
삼양사거리역,용마산역,44,19800,2
삼양사거리역,자양역,36,13200,3
삼양사거리역,하계역,34,14300,2
삼양사거리역,남성역,46,20900,2
삼양사거리역,암사역,50,20900,3
삼양사거리역,몽촌토성역,44,17600,3
삼양사거리역,강동구청역,46,18700,3
삼양사거리역,송파역,46,18700,3
삼양사거리역,석촌역,44,17600,3
삼양사거리역,노들역,42,18700,2
삼양사거리역,선유도역,49,23100,2
삼양사거리역,한성백제역,56,23100,3
삼양사거리역,양천향교역,59,29700,2
삼양사거리역,흑석역,44,19800,2
삼양사거리역,공항시장역,64,33000,2
삼양역,제기동역,20,8800,1
삼양역,동묘앞역,20,8800,1
삼양역,신설동역,14,7700,0
삼양역,외대앞역,26,12100,1
삼양역,남영역,34,16500,1
삼양역,문래역,52,24200,2
삼양역,아현역,38,16500,2
삼양역,한양대역,32,13200,2
삼양역,잠실나루역,38,16500,2
삼양역,양천구청역,54,25300,2
삼양역,신정네거리역,56,26400,2
삼양역,독립문역,36,15400,2
삼양역,무악재역,38,16500,2
삼양역,금호역,32,13200,2
삼양역,옥수역,34,14300,2
삼양역,잠원역,40,17600,2
삼양역,한성대입구역,16,6600,1
삼양역,성신여대입구역,10,5500,0
삼양역,수유역,22,9900,1
삼양역,이촌역,38,18700,1
삼양역,동작역,40,19800,1
삼양역,마장역,36,15400,2
삼양역,애오개역,38,16500,2
삼양역,신금호역,30,12100,2
삼양역,아차산역,44,19800,2
삼양역,영등포시장역,48,22000,2
삼양역,방이역,56,26400,2
삼양역,보문역,12,6600,0
삼양역,창신역,18,7700,1
삼양역,효창공원앞역,38,18700,1
삼양역,광흥창역,44,22000,1
삼양역,월드컵경기장역,54,27500,1
삼양역,고려대역,20,8800,1
삼양역,공릉역,36,15400,2
삼양역,어린이대공원역,38,14300,3
삼양역,용마산역,46,20900,2
삼양역,자양역,38,14300,3
삼양역,하계역,36,15400,2
삼양역,남성역,48,22000,2
삼양역,암사역,52,22000,3
삼양역,몽촌토성역,46,18700,3
삼양역,강동구청역,48,19800,3
삼양역,송파역,48,19800,3
삼양역,석촌역,46,18700,3
삼양역,노들역,44,19800,2
삼양역,선유도역,51,24200,2
삼양역,한성백제역,58,24200,3
삼양역,양천향교역,61,30800,2
삼양역,흑석역,46,20900,2
삼양역,공항시장역,66,34100,2
삼전역,제기동역,31,11000,2
삼전역,동묘앞역,35,13200,2
삼전역,신설동역,33,12100,2
삼전역,외대앞역,33,12100,2
삼전역,남영역,32,17600,1
삼전역,문래역,39,22000,1
삼전역,아현역,44,22000,1
삼전역,한양대역,24,11000,1
삼전역,잠실나루역,12,4400,1
삼전역,양천구청역,44,22000,2
삼전역,신정네거리역,46,23100,2
삼전역,독립문역,44,23100,1
삼전역,무악재역,46,24200,1
삼전역,금호역,28,14300,1
삼전역,옥수역,26,13200,1
삼전역,잠원역,20,9900,1
삼전역,한성대입구역,47,25300,1
삼전역,성신여대입구역,49,26400,1
삼전역,수유역,57,30800,1
삼전역,이촌역,25,13200,1
삼전역,동작역,19,12100,0
삼전역,마장역,31,15400,1
삼전역,애오개역,40,22000,1
삼전역,신금호역,37,18700,1
삼전역,아차산역,23,11000,1
삼전역,영등포시장역,36,19800,1
삼전역,방이역,15,6600,1
삼전역,보문역,40,17600,2
삼전역,창신역,38,16500,2
삼전역,효창공원앞역,36,15400,2
삼전역,광흥창역,41,19800,2
삼전역,월드컵경기장역,47,24200,2
삼전역,고려대역,44,19800,2
삼전역,공릉역,44,19800,2
삼전역,어린이대공원역,24,8800,2
삼전역,용마산역,30,12100,2
삼전역,자양역,23,7700,2
삼전역,하계역,46,20900,2
삼전역,남성역,24,12100,1
삼전역,암사역,18,7700,1
삼전역,몽촌토성역,12,4400,1
삼전역,강동구청역,14,5500,1
삼전역,송파역,10,3300,1
삼전역,석촌역,4,2200,0
삼전역,노들역,23,14300,0
삼전역,선유도역,33,20900,0
삼전역,한성백제역,8,4400,0
삼전역,양천향교역,43,27500,0
삼전역,흑석역,21,13200,0
삼전역,공항시장역,48,30800,0
상계역,제기동역,26,12100,1
상계역,동묘앞역,28,13200,1
상계역,신설동역,24,11000,1
상계역,외대앞역,20,8800,1
상계역,남영역,38,18700,1
상계역,문래역,54,27500,1
상계역,아현역,40,19800,1
상계역,한양대역,36,17600,1
상계역,잠실나루역,48,24200,1
상계역,양천구청역,58,27500,2
상계역,신정네거리역,60,28600,2
상계역,독립문역,40,19800,1
상계역,무악재역,42,20900,1
상계역,금호역,36,17600,1
상계역,옥수역,38,18700,1
상계역,잠원역,44,22000,1
상계역,한성대입구역,18,9900,0
상계역,성신여대입구역,16,8800,0
상계역,수유역,8,4400,0
상계역,이촌역,40,22000,0
상계역,동작역,42,23100,0
상계역,마장역,38,18700,1
상계역,애오개역,40,19800,1
상계역,신금호역,32,15400,1
상계역,아차산역,36,15400,2
상계역,영등포시장역,52,26400,1
상계역,방이역,48,22000,2
상계역,보문역,22,9900,1
상계역,창신역,28,11000,2
상계역,효창공원앞역,42,20900,1
상계역,광흥창역,48,24200,1
상계역,월드컵경기장역,58,29700,1
상계역,고려대역,28,11000,2
상계역,공릉역,12,4400,1
상계역,어린이대공원역,32,15400,1
상계역,용마산역,26,12100,1
상계역,자양역,36,17600,1
상계역,하계역,10,3300,1
상계역,남성역,50,25300,1
상계역,암사역,46,18700,3
상계역,몽촌토성역,56,26400,2
상계역,강동구청역,46,18700,3
상계역,송파역,58,27500,2
상계역,석촌역,56,26400,2
상계역,노들역,50,25300,1
상계역,선유도역,60,31900,1
상계역,한성백제역,52,22000,3
상계역,양천향교역,70,38500,1
상계역,흑석역,48,24200,1
상계역,공항시장역,76,41800,1
상도역,제기동역,40,15400,2
상도역,동묘앞역,36,15400,2
상도역,신설동역,40,17600,2
상도역,외대앞역,42,16500,2
상도역,남영역,24,8800,2
상도역,문래역,18,7700,1
상도역,아현역,32,15400,1
상도역,한양대역,34,16500,1
상도역,잠실나루역,34,16500,1
상도역,양천구청역,24,8800,2
상도역,신정네거리역,26,9900,2
상도역,독립문역,40,19800,1
상도역,무악재역,42,20900,1
상도역,금호역,24,11000,1
상도역,옥수역,22,9900,1
상도역,잠원역,16,6600,1
상도역,한성대입구역,36,17600,1
상도역,성신여대입구역,38,18700,1
상도역,수유역,46,23100,1
상도역,이촌역,14,5500,1
상도역,동작역,12,4400,1
상도역,마장역,38,18700,1
상도역,애오개역,38,16500,2
상도역,신금호역,44,22000,1
상도역,아차산역,34,16500,1
상도역,영등포시장역,26,9900,2
상도역,방이역,46,23100,1
상도역,보문역,40,17600,2
상도역,창신역,38,16500,2
상도역,효창공원앞역,26,7700,2
상도역,광흥창역,30,12100,2
상도역,월드컵경기장역,34,14300,2
상도역,고려대역,44,19800,2
상도역,공릉역,46,25300,0
상도역,어린이대공원역,26,14300,0
상도역,용마산역,32,17600,0
상도역,자양역,22,12100,0
상도역,하계역,48,26400,0
상도역,남성역,4,2200,0
상도역,암사역,44,19800,2
상도역,몽촌토성역,39,18700,2
상도역,강동구청역,41,19800,2
상도역,송파역,37,17600,2
상도역,석촌역,31,16500,1
상도역,노들역,23,11000,1
상도역,선유도역,33,17600,1
상도역,한성백제역,35,18700,1
상도역,양천향교역,43,24200,1
상도역,흑석역,21,9900,1
상도역,공항시장역,49,27500,1
상봉역,제기동역,14,4400,1
상봉역,동묘앞역,18,6600,1
상봉역,신설동역,16,5500,1
상봉역,외대앞역,12,3300,1
상봉역,남영역,32,14300,1
상봉역,문래역,48,22000,1
상봉역,아현역,34,14300,1
상봉역,한양대역,18,5500,1
상봉역,잠실나루역,24,11000,1
상봉역,양천구청역,52,23100,2
상봉역,신정네거리역,54,24200,2
상봉역,독립문역,40,16500,1
상봉역,무악재역,42,17600,1
상봉역,금호역,24,7700,1
상봉역,옥수역,18,6600,0
상봉역,잠원역,28,9900,1
상봉역,한성대입구역,34,16500,1
상봉역,성신여대입구역,32,15400,1
상봉역,수유역,24,11000,1
상봉역,이촌역,27,9900,0
상봉역,동작역,33,11000,1
상봉역,마장역,18,5500,1
상봉역,애오개역,36,15400,1
상봉역,신금호역,20,6600,1
상봉역,아차산역,16,6600,1
상봉역,영등포시장역,48,22000,1
상봉역,방이역,28,13200,1
상봉역,보문역,24,11000,1
상봉역,창신역,26,12100,1
상봉역,효창공원앞역,33,12100,0
상봉역,광흥창역,43,15400,1
상봉역,월드컵경기장역,53,20900,1
상봉역,고려대역,20,8800,1
상봉역,공릉역,8,4400,0
상봉역,어린이대공원역,12,6600,0
상봉역,용마산역,6,3300,0
상봉역,자양역,16,8800,0
상봉역,하계역,10,5500,0
상봉역,남성역,34,18700,0
상봉역,암사역,26,9900,2
상봉역,몽촌토성역,28,11000,2
상봉역,강동구청역,26,9900,2
상봉역,송파역,34,14300,2
상봉역,석촌역,32,13200,2
상봉역,노들역,41,20900,1
상봉역,선유도역,51,27500,1
상봉역,한성백제역,32,13200,2
상봉역,양천향교역,61,34100,1
